fecha_hecho,cantidad,latitud,longitud,sexo,edad,estado_civil,grupo_actor,actividad_delictiva,parentesco,ocupacion,discapacidad,grupo_especial,medio_transporte,nivel_academico,testigo,conducta,modalidad,caracterizacion,conducta_especial,arma_medio,articulo_penal,categoria_penal,nombre_barrio,codigo_barrio,codigo_comuna,lugar,sede_receptora,bien,categoria_bien,grupo_bien,modelo,color,permiso,unidad_medida,fecha_ingestion
2013-03-26T15:55:00.000-05:00,1.0,6.293736,-75.570939,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Castilla,#0511,5,Banco,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-04-05T16:15:00.000-05:00,1.0,6.293736,-75.570939,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Castilla,#0511,5,Banco,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-04-17T10:55:00.000-05:00,1.0,6.247941,-75.588836,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Bolivariana,#1107,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-05-14T15:20:00.000-05:00,1.0,6.199683,-75.564887,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Los Naranjos,#1410,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-05-17T10:24:00.000-05:00,1.0,6.245027,-75.602267,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Las Acacias,#1109,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-05-23T15:05:00.000-05:00,1.0,6.203212,-75.571924,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Patio Bonito,#1421,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-06-04T15:00:00.000-05:00,1.0,6.237389,-75.572667,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Perpetuo Socorro,#1012,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-06-05T09:20:00.000-05:00,1.0,6.209103,-75.570891,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,El Poblado,#1418,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-06-13T10:51:00.000-05:00,1.0,6.252479,-75.566744,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-07-21T06:57:00.000-05:00,1.0,6.259781,-75.597637,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Calasanz,#1202,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-10-23T04:03:00.000-05:00,1.0,6.227094,-75.596994,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,San Bernardo,#1605,16,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-11-26T09:35:00.000-05:00,1.0,6.205621,-75.586693,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Cristo Rey,#1509,15,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-12-06T17:50:00.000-05:00,1.0,6.250659,-75.604644,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Suplantación,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La América,#1204,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2013-12-28T13:30:00.000-05:00,1.0,6.241846,-75.586884,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Los Conquistadores,#1105,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2014-05-18T11:00:00.000-05:00,1.0,6.250531,-75.569529,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2014-11-06T15:22:00.000-05:00,1.0,6.232842,-75.596407,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Belén,#1603,16,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2014-11-10T20:20:00.000-05:00,1.0,6.208161,-75.57114,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,No,Sin dato,Sin dato,El Poblado,#1418,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2014-11-13T15:10:00.000-05:00,1.0,6.261237,-75.597311,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calasanz,#1202,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-01-09T14:58:00.000-05:00,1.0,6.24465517,-75.56008102,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Boston,#1016,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-04-10T16:00:00.000-05:00,1.0,6.23751081,-75.57273333,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Perpetuo Socorro,#1012,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-05-08T20:20:00.000-05:00,1.0,6.22900129,-75.5702496,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Perpetuo Socorro,#1012,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-07-30T11:28:00.000-05:00,1.0,6.26091656,-75.59736234,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calasanz,#1202,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-08-03T16:20:00.000-05:00,1.0,6.22332762,-75.56951678,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Suplantación,Sin dato,Sin dato,No,Sin dato,Sin dato,Barrio Colombia,#1401,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-08-11T11:06:00.000-05:00,1.0,6.30131321,-75.57241883,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Pedregal,#0604,6,Banco,Doce de Octubre,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-10-19T15:15:00.000-05:00,1.0,6.26156711,-75.59735698,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calasanz,#1202,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-11-23T09:20:00.000-05:00,1.0,6.25989273,-75.59773375,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calasanz,#1202,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2015-12-11T09:08:00.000-05:00,1.0,6.24512168,-75.56081724,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Boston,#1016,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-02-04T10:15:00.000-05:00,1.0,6.24009079,-75.59700887,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Laureles,#1108,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-03-10T10:03:00.000-05:00,1.0,6.21506205,-75.59812241,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La Mota,#1608,16,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-03-23T10:30:00.000-05:00,1.0,6.24969169,-75.59713436,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma cortopunzante,Sin dato,Sin dato,Lorena,#1111,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-04-12T10:55:00.000-05:00,1.0,6.29185654,-75.57191718,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Castilla,#0511,5,Banco,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-04-20T09:08:00.000-05:00,1.0,6.26888454,-75.55498944,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Manrique Central No.1,#0409,4,Banco,Aranjuez,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-04-27T09:58:00.000-05:00,1.0,6.2401037,-75.59698952,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Laureles,#1108,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-06-07T16:00:00.000-05:00,1.0,6.24224365,-75.57322819,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calle Nueva,#1011,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-06-27T09:00:00.000-05:00,1.0,6.24988804,-75.56552705,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-07-05T10:51:00.000-05:00,1.0,6.23741486,-75.57268078,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Perpetuo Socorro,#1012,10,Almacén tienda y otro,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-07-07T11:20:00.000-05:00,1.0,6.29171017,-75.57182875,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Castilla,#0511,5,Banco,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-07-25T11:22:00.000-05:00,1.0,6.24500948,-75.60245421,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Las Acacias,#1109,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-08-08T07:40:00.000-05:00,1.0,6.24331873,-75.57149333,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Calle Nueva,#1011,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-08-18T10:44:00.000-05:00,1.0,6.24966747,-75.59713002,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Lorena,#1111,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-11-21T10:40:00.000-05:00,1.0,6.23292037,-75.59607592,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Belén,#1603,16,Banco,Belén,Moneda falsa,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-11-24T08:50:00.000-05:00,1.0,6.2422472,-75.57321277,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calle Nueva,#1011,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-11-25T08:50:00.000-05:00,1.0,6.25117176,-75.57124939,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,San Benito,#1006,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2016-12-14T09:07:00.000-05:00,1.0,6.21537014,-75.58656748,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Parque Juan Pablo II,#Inst_19,15,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-01-14T21:30:00.000-05:00,1.0,6.2463888,-75.56035519,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Boston,#1016,10,Cajero electrónico,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-02-28T15:42:00.000-05:00,1.0,6.23921098,-75.59686789,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Laureles,#1108,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-03-10T12:04:00.000-05:00,1.0,6.23289353,-75.59655643,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Rompimiento cerraduta,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Belén,#1603,16,Cajero electrónico,Belén,Moneda falsa,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-05-22T08:34:00.000-05:00,1.0,6.23003658,-75.59162235,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Rompimiento cerraduta,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Granada,#1604,16,Cajero electrónico,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-11-01T00:00:00.000-05:00,1.0,6.247486,-75.568263,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,Sin dato,No,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-11-05T00:00:00.000-05:00,1.0,6.248796,-75.568612,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,Sin dato,No,Sin dato,Sin dato,La Candelaria,#1019,10,Edificio,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2019-11-20T16:00:00.000-05:00,1.0,6.26825571,-75.56881555,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Rompimiento cerraduta,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Universidad de Antioquia,Inst_11,4,Cajero electrónico,Aranjuez,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2020-03-18T02:55:00.000-05:00,1.0,6.27637999,-75.59717123,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Rompimiento cerraduta,Sin dato,Sin dato,Palanca,Sin dato,Sin dato,Robledo,#0717,7,Cajero electrónico,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2020-08-21T11:28:00.000-05:00,1.0,6.20543335,-75.58644539,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Cristo Rey,#1509,15,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2020-10-14T08:21:00.000-05:00,1.0,6.30196435,-75.57285339,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,No,Arma de fuego,Sin dato,Sin dato,Pedregal,#0604,6,Banco,Doce de Octubre,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2020-11-18T09:17:00.000-05:00,1.0,6.23301728,-75.59592529,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Belén,#1603,16,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
